timestamp,OI_ag2603,VOL_ag2603,Turnover_ag2603,ΔOI_ag2603,Front6_OI_sum_SHFE,OI_concentration_2603,Curve_slope_SHFE_3m6m,SHFE_Daily_Warrant_Ag,SHFE_Weekly_Inventory_Ag,COMEX_Silver_Registered,COMEX_Silver_Eligible,ΔCOMEX_Registered,Registered_to_Total,COMEX_IssuesStops_Silver,COMEX_Deliveries_MTD,Paper_to_Physical,Basis_USD_COMEX,Shanghai_Premium_Implied,SGE_SHAG_vs_Overseas,LBMA_London_Vault_Silver,COMEX_Futures_Price,XAGUSD_Spot,SHFE_ag2603_Price
2025-12-31 14:18:52,222892,2299506,10.32,,,,,,,128163446,,,,,,4.32,,,,,70.92,,
